date,close,label,pos_state,eq_state,benchmark,pos_event,eq_event
2019-06-04,3598.466,bottom_watch,0.0,1.0,1.4321392027782678,0.0,1.0
2019-06-05,3597.105,bottom_watch,0.0,1.0,1.431597543789415,0.0,1.0
2019-06-06,3564.677,bottom_watch,0.0,1.0,1.4186916527603783,0.0,1.0
2019-06-10,3610.743,bottom_watch,0.0,1.0,1.4370252772868246,0.0,1.0
2019-06-11,3719.275,bottom_watch,0.0,1.0,1.4802194972560925,0.0,1.0
2019-06-12,3691.095,bottom_watch,0.0,1.0,1.4690042508888093,0.0,1.0
2019-06-13,3685.393,bottom_watch,0.0,1.0,1.4667349345372747,0.0,1.0
2019-06-14,3654.879,bottom_watch,0.0,1.0,1.4545907887725027,0.0,1.0
2019-06-17,3654.824,bottom_watch,0.0,1.0,1.454568899540771,0.0,1.0
2019-06-18,3667.618,bottom_watch,0.0,1.0,1.4596607328276063,0.0,1.0
2019-06-19,3715.938,bottom_watch,0.0,1.0,1.4788914178690227,0.0,1.0
2019-06-20,3828.518,bottom_watch,0.0,1.0,1.523696685293747,0.0,1.0
2019-06-21,3833.938,bottom_watch,0.0,1.0,1.5258537695844023,0.0,1.0
2019-06-24,3841.265,bottom_watch,0.0,1.0,1.5287698132371021,0.0,1.0
2019-06-25,3801.309,bottom_watch,0.0,1.0,1.5128678833630367,0.0,1.0
2019-06-26,3794.331,bottom_watch,0.0,1.0,1.5100907368353254,0.0,1.0
2019-06-27,3834.817,bottom_watch,0.0,1.0,1.5262035993060785,0.0,1.0
2019-06-28,3825.587,bottom_watch,0.0,1.0,1.52253018823546,0.0,1.0
2019-07-01,3935.811,bottom_watch,0.0,1.0,1.5663978005700026,0.0,1.0
2019-07-02,3937.169,bottom_watch,0.0,1.0,1.566938265600761,0.0,1.0
2019-07-03,3893.534,bottom_watch,0.0,1.0,1.5495721451168578,0.0,1.0
2019-07-04,3873.101,bottom_watch,0.0,1.0,1.5414400965354988,0.0,1.0
2019-07-05,3893.202,bottom_watch,0.0,1.0,1.5494400137544047,0.0,1.0
2019-07-08,3802.789,bottom_watch,0.0,1.0,1.5134569026896365,0.0,1.0
2019-07-09,3793.129,bottom_watch,0.0,1.0,1.509612357625479,0.0,1.0
2019-07-10,3786.739,bottom_watch,0.0,1.0,1.5070692268842818,0.0,1.0
2019-07-11,3785.221,bottom_watch,0.0,1.0,1.5064650840884857,0.0,1.0
2019-07-12,3808.731,bottom_watch,0.0,1.0,1.5158217356887278,0.0,1.0
2019-07-15,3824.187,bottom_watch,0.0,1.0,1.5219730077913796,0.0,1.0
